,idiom,pinyin,explanation
251,默默无闻,"['mo', 'mo', 'wu', 'wen']",无声无息，没人知道。指没有什么名声。
252,顺理成章,"['shun', 'li', 'cheng', 'zhang']",顺依顺；理条理；章章法。指写文章或做事情顺着条理就能做好。也比喻某种情况自然产生某种结果。
253,难能可贵,"['nan', 'neng', 'ke', 'gui']",难能极难做到。指不容易做到的事居然能做到，非常可贵。
254,来龙去脉,"['lai', 'long', 'qu', 'mai']",本指山脉的走势和去向。现比喻一件事的前因后果。
255,不谋而合,"['bu', 'mou', 'er', 'he']",谋商量；合相符。事先没有商量过，意见或行动却完全一致。
256,如出一辙,"['ru', 'chu', 'yi', 'zhe']",辙车轮碾轧的痕迹∶象出自同一个车辙。比喻两件事情非常相似。
257,提心吊胆,"['ti', 'xin', 'diao', 'dan']",形容十分担心或害怕。
258,徇私舞弊,"['xun', 'si', 'wu', 'bi']",徇曲从；舞舞弄，耍花样。为了私人关系而用欺骗的方法做违法乱纪的事。
259,一无所知,"['yi', 'wu', 'suo', 'zhi']",什么也不知道。
260,锲而不舍,"['qie', 'er', 'bu', 'she']",锲镂刻；舍停止。不断地镂刻。比喻有恒心，有毅力。
261,别有用心,"['bie', 'you', 'yong', 'xin']",用心居心，打算。心中另有算计。指言论或行动另有不可告人的企图。
262,大打出手,"['da', 'da', 'chu', 'shou']",打出手戏曲中的一种武打技术，一出剧中的主要人物与多个对手相打，形成种种武打场面。比喻逞凶打人或殴斗。
263,同舟共济,"['tong', 'zhou', 'gong', 'ji']",舟船；济渡，过洒。坐一条船，共同渡河。比喻团结互助，同心协力，战胜困难。也比喻利害相同。
264,雨后春笋,"['yu', 'hou', 'chun', 'sun']",指春天下雨后，竹笋一下子就长出来很多。比喻事物迅速大量地涌现出来。
265,兢兢业业,"['jing', 'jing', 'ye', 'ye']",兢兢形容小心谨慎；业业畏惧的样子。形容做事谨慎、勤恳。
266,泣不成声,"['qi', 'bu', 'cheng', 'sheng']",哭得噎住了，出不来声音。形容非常伤心。
267,无人问津,"['wu', 'ren', 'wen', 'jin']",问津询问渡口。比喻没有人来探问、尝试或购买。
268,应有尽有,"['ying', 'you', 'jin', 'you']",该有的全都有。形容很齐全。
269,引以为戒,"['yin', 'yi', 'wei', 'jie']",引用；戒鉴戒。指把过去犯错误的教训拿来作为警戒，避免重犯。
270,异军突起,"['yi', 'jun', 'tu', 'qi']",异军另外一支军队。比喻一支新生力量突然出现。
271,波澜壮阔,"['bo', 'lan', 'zhuang', 'kuo']",原形容水面辽阔。现比喻声势雄壮或规模巨大。
272,无可奈何,"['wu', 'ke', 'nai', 'he']",奈何如何，怎么办。指感到没有办法，只有这样了。
273,归根到底,"['gui', 'gen', 'dao', 'di']",归结到根本上。
274,品学兼优,"['pin', 'xue', 'jian', 'you']",兼都。思想品德和学业都很优秀。
275,司空见惯,"['si', 'kong', 'jian', 'guan']",司空古代官名。指某事常见，不足为奇。
276,推波助澜,"['tui', 'bo', 'zhu', 'lan']",澜大波浪。比喻从旁鼓动、助长事物（多指坏的事物）的声势和发展，扩大影响。
277,微乎其微,"['wei', 'hu', 'qi', 'wei']",形容非常小或非常少。
278,相提并论,"['xiang', 'ti', 'bing', 'lun']",相提相对照；并齐。把不同的人或不同的事放在一起谈论或看待。
279,束手无策,"['shu', 'shou', 'wu', 'ce']",策办法。遇到问题，就象手被捆住一样，一点办法也没有。
280,信以为真,"['xin', 'yi', 'wei', 'zhen']",相信他是真的。指把假的当作真的。
281,死灰复燃,"['si', 'hui', 'fu', 'ran']",冷灰重新烧了起来。原比喻失势的人重新得势。现常比喻已经消失了的恶势力又重新活动起来。
282,苦不堪言,"['ku', 'bu', 'kan', 'yan']",堪能。痛苦或困苦到了极点，已经不能用言语来表达。
283,防患于未然,"['fang', 'huan', 'yu', 'wei', 'ran']",患灾祸；未然没有这样，指尚未形成。防止事故或祸害于尚未发生之前。
284,争分夺秒,"['zheng', 'fen', 'duo', 'miao']",一分一秒也不放过。形容充分利用时间。
285,集思广益,"['ji', 'si', 'guang', 'yi']",集集中；思思考，意见；广扩大。指集中群众的智慧，广泛吸收有益的意见。
286,蛮不讲理,"['man', 'bu', 'jiang', 'li']",态度粗暴，不讲道理。
287,自力更生,"['zi', 'li', 'geng', 'sheng']",更生再次获得生命，比喻振兴起来。指不依赖外力，靠自己的力量重新振作起来，把事情办好。
288,有的放矢,"['you', 'di', 'fang', 'shi']",的箭靶子；矢箭。放箭要对准靶子。比喻说话做事有针对性。
289,严阵以待,"['yan', 'zhen', 'yi', 'dai']",指做好充分战斗准备，等待着敌人。
290,建功立业,"['jian', 'gong', 'li', 'ye']",建建立；功功勋；业事业。建立功勋，成就大业。
291,人山人海,"['ren', 'shan', 'ren', 'hai']",人群如山似海。形容人聚集得非常多。
292,溃不成军,"['kui', 'bu', 'cheng', 'jun']",溃溃败，散乱。被打得七零八落，不成队伍。形容惨败。
293,国计民生,"['guo', 'ji', 'min', 'sheng']",国家经济和人民生活。
294,年事已高,"['nian', 'shi', 'yi', 'gao']",年事年纪。指一个人的岁数已经很大了。
295,绿水青山,"['lv', 'shui', 'qing', 'shan']",泛称美好山河。
296,半壁江山,"['ban', 'bi', 'jiang', 'shan']",半壁半边；江山比喻国家疆土。指在敌人入侵后残存或丧失的部分国土。
297,求同存异,"['qiu', 'tong', 'cun', 'yi']",求寻求；存保留；异不同的。找出共同点，保留不同意见。
298,蛛丝马迹,"['zhu', 'si', 'ma', 'ji']",从挂下来的蜘蛛丝可以找到蜘蛛的所在，从马蹄的印子可以查出马的去向。比喻事情所留下的隐约可寻的痕纪线索。
299,鱼龙混杂,"['yu', 'long', 'hun', 'za']",比喻坏人和好人混在一起。
300,扑朔迷离,"['pu', 'shuo', 'mi', 'li']",指难辨兔的雌雄。形容事情错综复杂，难以辨别清楚。
301,熙熙攘攘,"['xi', 'xi', 'rang', 'rang']",熙熙和乐的样子；攘攘纷乱的样子。形容人来人往，非常热闹拥挤。
302,一技之长,"['yi', 'ji', 'zhi', 'chang']",技技能，本领；长擅长、长处。指有某种技能或特长。
303,大江南北,"['da', 'jiang', 'nan', 'bei']",指靠临长江中下游两岸的广大地区。
304,屈指可数,"['qu', 'zhi', 'ke', 'shu']",形容数目很少，扳着手指头就能数过来。
305,交相辉映,"['jiao', 'xiang', 'hui', 'ying']",各种光亮、色彩等互相映照。
306,公之于众,"['gong', 'zhi', 'yu', 'zhong']",公公开；之代指事物的内容；于向；众大众。把事情真相向大家公布。
307,一拍即合,"['yi', 'pai', 'ji', 'he']",拍乐曲的段落，也称打拍子。一打拍子就合于乐曲的节奏。比喻困情意相投或有利害关系，一下子就说到一起或结合在一起。
308,絮絮叨叨,"['xu', 'xu', 'dao', 'dao']",形容说话罗嗦，唠叨。
309,一丝不苟,"['yi', 'si', 'bu', 'gou']",苟苟且，马虎。指做事认真细致，一点儿不马虎。
310,相依为命,"['xiang', 'yi', 'wei', 'ming']",互相依靠着过日子。泛指互相依靠，谁也离不开谁。
311,微不足道,"['wei', 'bu', 'zu', 'dao']",微细，小；足值得；道谈起。微小得很，不值得一提。指意义、价值等小得不值得一提。
312,大有作为,"['da', 'you', 'zuo', 'wei']",作为做出成绩。能够极大地发挥作用，作一番贡献。
313,良莠不齐,"['liang', 'you', 'bu', 'qi']",莠狗尾草，很象谷子，常混在禾苗中∶人坏人都有，混杂在一起。
314,令人瞩目,"['ling', 'ren', 'zhu', 'mu']",瞩注视。使人注视。
315,迎刃而解,"['ying', 'ren', 'er', 'jie']",原意是说，劈竹子时，头上几节一破开，下面的顺着刀口自己就裂开了。比喻处理事情、解决问题很顺利。
316,从天而降,"['cong', 'tian', 'er', 'jiang']",降下落。比喻出于意外，突然出现。
317,不合时宜,"['bu', 'he', 'shi', 'yi']",时宜当时的需要和潮流。不适合时代形势的需要。也指不合世俗习尚。
318,现身说法,"['xian', 'shen', 'shuo', 'fa']",佛教用语。指佛力广大，能现出种种人相，向人说法。现指以亲身经历和体验为例来说明某种道理。
319,新陈代谢,"['xin', 'chen', 'dai', 'xie']",陈陈旧的；代替换；谢凋谢，衰亡。指生物体不断用新物质代替旧物质的过程。也指新事物不断产生发展，代替旧的事物。
320,声势浩大,"['sheng', 'shi', 'hao', 'da']",声势声威和气势；浩广大。声威和气势非常壮大。
321,高高在上,"['gao', 'gao', 'zai', 'shang']",原指地位高，现在形容领导者脱离实际，脱离群众。
322,合情合理,"['he', 'qing', 'he', 'li']",符合情理。
323,量力而行,"['liang', 'li', 'er', 'xing']",量估量；行行事。按照自己力量的大小去做，不要勉强。
324,不切实际,"['bu', 'qie', 'shi', 'ji']",指不符合实际。
325,针锋相对,"['zhen', 'feng', 'xiang', 'dui']",针锋针尖。针尖对针尖。比喻双方在策略、论点及行动方式等方面尖锐对立。
326,责无旁贷,"['ze', 'wu', 'pang', 'dai']",贷推卸。自己应尽的责任，不能推卸给旁人。
327,高瞻远瞩,"['gao', 'zhan', 'yuan', 'zhu']",瞻视，望；瞩注视。站得高，看得远。比喻眼光远大。
328,千千万万,"['qian', 'qian', 'wan', 'wan']",形容为数极多。
329,明目张胆,"['ming', 'mu', 'zhang', 'dan']",明目睁亮眼睛；张胆放开胆量。原指有胆识，敢做敢为◇形容公开放肆地干坏事。
330,连锁反应,"['lian', 'suo', 'fan', 'ying']",连锁像锁链似的一环扣一环。比喻相关的事物发生相应的变化。
331,适得其反,"['shi', 'de', 'qi', 'fan']",适正，恰好。恰恰得到与预期相反的结果。
332,摇身一变,"['yao', 'shen', 'yi', 'bian']",旧时神怪小说中描写有神通的人能用法术一晃身子就改变自己本来的模样。现用来形容人不讲道义原则，一下子来个大改变。
333,跃跃欲试,"['yue', 'yue', 'yu', 'shi']",跃跃急于要行动的样子；欲要。形容急切地想试试。
334,聚精会神,"['ju', 'jing', 'hui', 'shen']",会集中。原指君臣协力，集思广益◇形容精神高度集中。
335,承前启后,"['cheng', 'qian', 'qi', 'hou']",承承接；启开创。承接前面的，开创后来的。指继承前人事业，为后人开辟道路。
336,杯水车薪,"['bei', 'shui', 'che', 'xin']",用一杯水去救一车着了火的柴草。比喻力量太小，解决不了问题。
337,一网打尽,"['yi', 'wang', 'da', 'jin']",比喻一个不漏地全部抓住或彻底肃清。
338,开花结果,"['kai', 'hua', 'jie', 'guo']",原指经播种耕耘后有了收获。现比喻工作有进展，并取得了成果。
339,慷慨解囊,"['kang', 'kai', 'jie', 'nang']",慷慨豪爽，大方；解囊解开钱袋拿出钱来。形容极其大方地在经济上帮助别人。
340,素不相识,"['su', 'bu', 'xiang', 'shi']",素平素，向来。向来不认识。
341,长此以往,"['chang', 'ci', 'yi', 'wang']",长期这样下去。
342,无可争辩,"['wu', 'ke', 'zheng', 'bian']",没有什么可争辨的。表示确实无疑。
343,格格不入,"['ge', 'ge', 'bu', 'ru']",格格阻碍，隔阂。形容彼此不协调，不相容。
344,蔚然成风,"['wei', 'ran', 'cheng', 'feng']",蔚然草木茂盛的样子。指一件事情逐渐发展盛行，形成一种良好风气。
345,生机勃勃,"['sheng', 'ji', 'bo', 'bo']",形容自然界充满生命力，或社会生活活跃。
346,吃苦耐劳,"['chi', 'ku', 'nai', 'lao']",耐禁受得住。能过困苦的生活，也经得起劳累。
347,昏迷不醒,"['hun', 'mi', 'bu', 'xing']",神志昏沉，不省人事。
348,金字招牌,"['jin', 'zi', 'zhao', 'pai']",旧时店铺为显示资金雄厚而用金箔贴字的招牌。现比喻高人一等可以炫耀的名义或称号。也比喻名誉好。
349,大相径庭,"['da', 'xiang', 'jing', 'ting']",径小路；庭院子；径庭悬殊，偏激。比喻相差很远，大不相同。
350,堂而皇之,"['tang', 'er', 'huang', 'zhi']",堂皇官署的大堂，引申为气势盛大的样子。形容端正庄严或雄伟有气派。也指表面上庄严正大，堂堂正正，实际却不然。
351,如数家珍,"['ru', 'shu', 'jia', 'zhen']",好象数自己家藏的珍宝那样清楚。比喻对所讲的事情十分熟悉。
352,争先恐后,"['zheng', 'xian', 'kong', 'hou']",抢着向前，唯恐落后。
353,浓墨重彩,"['nong', 'mo', 'zhong', 'cai']",用浓重的墨汁和颜色来描绘。形容着力描写。
354,大刀阔斧,"['da', 'dao', 'kuo', 'fu']",原指使用阔大的刀斧砍杀敌人◇比喻办事果断而有魄力。
355,惊慌失措,"['jing', 'huang', 'shi', 'cuo']",失措失去常态。由于惊慌，一下子不知怎么办才好。
356,所剩无几,"['suo', 'sheng', 'wu', 'ji']",剩余留下来的。剩下的没有多少了。
357,高官厚禄,"['gao', 'guan', 'hou', 'lu']",禄俸禄。泛指职位高，待遇优。
358,一心一意,"['yi', 'xin', 'yi', 'yi']",只有一个心眼儿，没有别的考虑。
359,井然有序,"['jing', 'ran', 'you', 'xu']",井然整齐不乱的样子。序次序。整整齐齐，次序分明，条理清楚。
360,一波三折,"['yi', 'bo', 'san', 'zhe']",原指写字的笔法曲折多变。现比喻文章的结构起伏曲折。也比喻事情进行中意外的变化很多。
361,形迹可疑,"['xing', 'ji', 'ke', 'yi']",举动和神色值得怀疑。
362,炙手可热,"['zhi', 'shou', 'ke', 're']",手摸上去感到热得烫人。比喻权势大，气焰盛，使人不敢接近。
363,身临其境,"['shen', 'lin', 'qi', 'jing']",临到；境境界，地方。亲自到了那个境地。
364,二话不说,"['er', 'hua', 'bu', 'shuo']",不说任何别的话。指立即行动。
365,流连忘返,"['liu', 'lian', 'wang', 'fan']",流连留恋不止。玩乐时留恋不愿离开。留恋得忘记了回去。
366,热泪盈眶,"['re', 'lei', 'ying', 'kuang']",盈充满；眶眼眶。因感情激动而使眼泪充满了眼眶，形容感动至极或非常悲伤。
367,销声匿迹,"['xiao', 'sheng', 'ni', 'ji']",销通消”，消失；匿隐藏；迹踪迹。指隐藏起来，不公开露面。
368,打击报复,"['da', 'ji', 'bao', 'fu']",打击攻击。用敌对的态度回击对方。
369,尽心尽力,"['jin', 'xin', 'jin', 'li']",指费尽心力。
370,一以贯之,"['yi', 'yi', 'guan', 'zhi']",贯贯穿。用一个根本性的事理贯通事情的始末或全部的道理。
371,恍然大悟,"['huang', 'ran', 'da', 'wu']",恍然猛然清醒的样子；悟心里明白。形容一下子明白过来。
372,置之不理,"['zhi', 'zhi', 'bu', 'li']",之代词，它；理理睬。放在一边，不理不睬。
373,轻而易举,"['qing', 'er', 'yi', 'ju']",形容事情容易做，不费力气。
374,人来人往,"['ren', 'lai', 'ren', 'wang']",人来来往往连续不断。也形容忙于应酬。
375,青山绿水,"['qing', 'shan', 'lv', 'shui']",泛称美好山河。
376,齐头并进,"['qi', 'tou', 'bing', 'jin']",多方面同时前进。多形容几件事情或几项工作同时进行。
377,一筹莫展,"['yi', 'chou', 'mo', 'zhan']",筹筹划、计谋；展施展。一点计策也施展不出，一点办法也想不出来。
378,百花齐放,"['bai', 'hua', 'qi', 'fang']",形容百花盛开，丰富多彩。比喻各种不同形式和风格的艺术自由发展。也形容艺术界的繁荣景象。
379,各执一词,"['ge', 'zhi', 'yi', 'ci']",执坚持。各人坚持各人的说法。形容意见不一致。
380,志同道合,"['zhi', 'tong', 'dao', 'he']",道途径。志趣相同，意见一致。
381,绞尽脑汁,"['jiao', 'jin', 'nao', 'zhi']",费尽脑筋。
